"","time","bbb_behavior","gpw_behavior","gwb_behavior","wwr_behavior","ybr_behavior","ygr_behavior","ywr_behavior","yyr_behavior","yyw_behavior"
"9202",9202,"Resting","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Food Processing","Self Maintenance"
"9203",9203,"Resting","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Food Processing","Self Maintenance"
"9204",9204,"Resting","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Food Processing","Antennating Nestmate"
"9205",9205,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Food Processing","Antennating Nestmate"
"9206",9206,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Food Processing","Antennating Nestmate"
"9207",9207,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Food Processing","Exploring"
"9208",9208,"Brood Care","Brood Care","Food Processing","Exploring","Exploring","Resting","Food Processing","Food Processing","Exploring"
"9209",9209,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Food Processing","Exploring"
"9210",9210,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Food Processing","Exploring"
"9211",9211,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Food Processing","Exploring"
"9212",9212,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Trash Maintenance","Exploring"
"9213",9213,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Food Processing","Exploring"
"9214",9214,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Exploring","Exploring"
"9215",9215,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Exploring","Exploring"
"9216",9216,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9217",9217,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Antennating Nestmate","Exploring"
"9218",9218,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Antennating Nestmate","Exploring"
"9219",9219,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9220",9220,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9221",9221,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9222",9222,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9223",9223,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Antennating Nestmate"
"9224",9224,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9225",9225,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9226",9226,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9227",9227,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9228",9228,"Antennating Nestmate","Brood Care","Food Processing","Exploring","Nest Maintenance","Resting","Food Processing","Exploring","Exploring"
"9229",9229,"Antennating Nestmate","Brood Care","Food Processing","Antennating Nestmate","Nest Maintenance","Resting","Food Processing","Antennating Nestmate","Exploring"
"9230",9230,"Antennating Nestmate","Brood Care","Food Processing","Antennating Nestmate","Nest Maintenance","Resting","Food Processing","Antennating Nestmate","Exploring"
"9231",9231,"Antennating Nestmate","Brood Care","Food Processing","Antennating Nestmate","Nest Maintenance","Resting","Food Processing","Antennating Nestmate","Exploring"
"9232",9232,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Antennating Nestmate","Exploring"
"9233",9233,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Antennating Nestmate","Exploring"
"9234",9234,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Exploring","Exploring"
"9235",9235,"Brood Care","Brood Care","Food Processing","Grooming","Exploring","Resting","Food Processing","Exploring","Exploring"
"9236",9236,"Brood Care","Brood Care","Food Processing","Grooming","Exploring","Resting","Food Processing","Exploring","Exploring"
"9237",9237,"Brood Care","Brood Care","Food Processing","Grooming","Exploring","Resting","Food Processing","Exploring","Exploring"
"9238",9238,"Brood Care","Brood Care","Food Processing","Grooming","Exploring","Resting","Food Processing","Exploring","Exploring"
"9239",9239,"Brood Care","Brood Care","Food Processing","Exploring","Exploring","Resting","Food Processing","Exploring","Exploring"
"9240",9240,"Brood Care","Brood Care","Food Processing","Exploring","Exploring","Resting","Food Processing","Antennating Nestmate","Exploring"
"9241",9241,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Grooming","Resting","Food Processing","Antennating Nestmate","Exploring"
"9242",9242,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Grooming","Resting","Food Processing","Antennating Nestmate","Exploring"
"9243",9243,"Brood Care","Brood Care","Food Processing","Antennating Nestmate","Exploring","Resting","Food Processing","Exploring","Exploring"
"9244",9244,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Exploring","Exploring"
"9245",9245,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Self Maintenance","Exploring"
"9246",9246,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Self Maintenance","Exploring"
"9247",9247,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Self Maintenance","Exploring"
"9248",9248,"Brood Care","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9249",9249,"Brood Care","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9250",9250,"Brood Care","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9251",9251,"Brood Care","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9252",9252,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Self Maintenance","Exploring"
"9253",9253,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Self Maintenance","Exploring"
"9254",9254,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Self Maintenance","Exploring"
"9255",9255,"Brood Care","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Self Maintenance","Exploring"
"9256",9256,"Resting","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Self Maintenance","Exploring"
"9257",9257,"Resting","Brood Care","Food Processing","Food Processing","Exploring","Resting","Food Processing","Self Maintenance","Exploring"
"9258",9258,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9259",9259,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9260",9260,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9261",9261,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9262",9262,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9263",9263,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9264",9264,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9265",9265,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9266",9266,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9267",9267,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9268",9268,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9269",9269,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9270",9270,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9271",9271,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9272",9272,"Resting","Brood Care","Food Processing","Exploring","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9273",9273,"Resting","Brood Care","Food Processing","Exploring","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9274",9274,"Resting","Brood Care","Food Processing","Exploring","Antennating Nestmate","Resting","Food Processing","Self Maintenance","Exploring"
"9275",9275,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Self Maintenance","Exploring"
"9276",9276,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Self Maintenance","Exploring"
"9277",9277,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Self Maintenance","Exploring"
"9278",9278,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Self Maintenance","Exploring"
"9279",9279,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Self Maintenance","Antennating Nestmate"
"9280",9280,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Self Maintenance","Antennating Nestmate"
"9281",9281,"Resting","Brood Care","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Self Maintenance","Antennating Nestmate"
"9282",9282,"Resting","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Antennating Nestmate"
"9283",9283,"Resting","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Brood Care"
"9284",9284,"Resting","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Brood Care"
"9285",9285,"Resting","Brood Care","Food Processing","Food Processing","Resting","Resting","Antennating Nestmate","Self Maintenance","Brood Care"
"9286",9286,"Resting","Brood Care","Food Processing","Food Processing","Resting","Resting","Antennating Nestmate","Self Maintenance","Exploring"
"9287",9287,"Resting","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9288",9288,"Exploring","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9289",9289,"Exploring","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9290",9290,"Exploring","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9291",9291,"Exploring","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9292",9292,"Exploring","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9293",9293,"Exploring","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9294",9294,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9295",9295,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9296",9296,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9297",9297,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9298",9298,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9299",9299,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9300",9300,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9301",9301,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9302",9302,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9303",9303,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9304",9304,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9305",9305,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9306",9306,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9307",9307,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9308",9308,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9309",9309,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9310",9310,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9311",9311,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9312",9312,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9313",9313,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9314",9314,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9315",9315,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9316",9316,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9317",9317,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Self Maintenance","Exploring"
"9318",9318,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Exploring","Self Maintenance","Exploring"
"9319",9319,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Exploring","Self Maintenance","Antennating Nestmate"
"9320",9320,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Food Processing","Self Maintenance","Antennating Nestmate"
"9321",9321,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Food Processing","Self Maintenance","Antennating Nestmate"
"9322",9322,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Food Processing","Self Maintenance","Antennating Nestmate"
"9323",9323,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Antennating Nestmate"
"9324",9324,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Antennating Nestmate"
"9325",9325,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Antennating Nestmate"
"9326",9326,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Antennating Nestmate"
"9327",9327,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Antennating Nestmate"
"9328",9328,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Exploring"
"9329",9329,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Exploring"
"9330",9330,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Exploring"
"9331",9331,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9332",9332,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9333",9333,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9334",9334,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9335",9335,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9336",9336,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9337",9337,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9338",9338,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9339",9339,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9340",9340,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9341",9341,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9342",9342,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9343",9343,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9344",9344,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9345",9345,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9346",9346,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9347",9347,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9348",9348,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9349",9349,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9350",9350,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9351",9351,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Antennating Nestmate","Food Processing","Self Maintenance","Exploring"
"9352",9352,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Exploring"
"9353",9353,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Self Maintenance","Exploring"
"9354",9354,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9355",9355,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9356",9356,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9357",9357,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9358",9358,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9359",9359,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9360",9360,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9361",9361,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9362",9362,"Self Maintenance","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9363",9363,"Self Maintenance","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9364",9364,"Self Maintenance","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9365",9365,"Self Maintenance","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9366",9366,"Self Maintenance","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9367",9367,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9368",9368,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9369",9369,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9370",9370,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9371",9371,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9372",9372,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9373",9373,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9374",9374,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9375",9375,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9376",9376,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9377",9377,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9378",9378,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Exploring","Exploring"
"9379",9379,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Exploring","Exploring"
"9380",9380,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Exploring","Exploring"
"9381",9381,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Exploring","Exploring"
"9382",9382,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Exploring","Exploring"
"9383",9383,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Exploring","Exploring"
"9384",9384,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9385",9385,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9386",9386,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9387",9387,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9388",9388,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9389",9389,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9390",9390,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9391",9391,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9392",9392,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9393",9393,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9394",9394,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9395",9395,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9396",9396,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9397",9397,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9398",9398,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9399",9399,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9400",9400,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9401",9401,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9402",9402,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9403",9403,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9404",9404,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9405",9405,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9406",9406,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9407",9407,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9408",9408,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9409",9409,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9410",9410,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9411",9411,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9412",9412,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9413",9413,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9414",9414,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9415",9415,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9416",9416,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9417",9417,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9418",9418,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9419",9419,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9420",9420,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9421",9421,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9422",9422,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9423",9423,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9424",9424,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9425",9425,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9426",9426,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9427",9427,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Antennating Nestmate"
"9428",9428,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Antennating Nestmate"
